"TOA5","ESOLMET-IP","CR1000","23644","CR1000.Std.32.05","CPU:2021-12-16-ESOLMET-CR1000.CR1","4034","DataTableInfo"
"TIMESTAMP","RECORD","DataTableName(1)","DataTableName(2)","SkippedRecord(1)","SkippedRecord(2)","DataRecordSize(1,1)","DataRecordSize(1,2)","DataRecordSize(2,1)","DataRecordSize(2,2)","SecsPerRecord(1)","SecsPerRecord(2)","DataFillDays(1,1)","DataFillDays(1,2)","DataFillDays(2,1)","DataFillDays(2,2)","DataFilled(1,1)","DataFilled(1,2)","DataFilled(2,1)","DataFilled(2,2)"
"2022-04-29 17:20:53.59",27,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"72.5 percent filled","0.0 percent filled","73.0 percent filled","0.0 percent filled"
"2022-04-29 17:20:53.59",28,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"72.5 percent filled","0.0 percent filled","73.0 percent filled","0.0 percent filled"
"2022-04-29 17:20:53.59",29,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"72.8 percent filled","0.0 percent filled","73.4 percent filled","0.0 percent filled"
"2022-04-29 17:20:53.59",33,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"79.3 percent filled","0.0 percent filled","79.9 percent filled","0.0 percent filled"
"2022-04-29 17:20:53.59",34,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"79.3 percent filled","0.0 percent filled","79.9 percent filled","0.0 percent filled"
"2022-04-29 17:20:53.59",39,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"90.6 percent filled","0.0 percent filled","91.3 percent filled","0.0 percent filled"
"2022-04-29 17:20:53.59",40,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"90.6 percent filled","0.0 percent filled","91.3 percent filled","0.0 percent filled"
"2022-04-29 17:20:53.59",43,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-04-29 17:20:53.59",44,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-07-25 16:03:17.22",1,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"0.0 percent filled","0.0 percent filled","0.0 percent filled","0.0 percent filled"
"2022-07-27 18:28:12.18",8,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"0.0 percent filled","0.0 percent filled","0.0 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",1,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"14.2 percent filled","0.0 percent filled","14.3 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",2,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"14.2 percent filled","0.0 percent filled","14.3 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",5,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"25.8 percent filled","0.0 percent filled","26.0 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",6,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"25.8 percent filled","0.0 percent filled","26.0 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",9,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"36.8 percent filled","0.0 percent filled","37.0 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",10,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"36.8 percent filled","0.0 percent filled","37.0 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",14,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"53.1 percent filled","0.0 percent filled","53.4 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",15,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"53.1 percent filled","0.0 percent filled","53.4 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",17,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"70.8 percent filled","0.0 percent filled","71.3 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",18,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"70.8 percent filled","0.0 percent filled","71.3 percent filled","0.0 percent filled"
"2022-08-04 19:05:46.43",24,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",25,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",26,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",27,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",28,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",29,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",31,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",32,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",33,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",34,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",35,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",36,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",39,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",40,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",43,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",44,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",45,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",46,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",48,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",49,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
"2022-08-04 19:05:46.43",50,"Tabla_diez_min","Tabla_un_min",0,0,8825,0,88250,0,600,60,61.28472,0,61.28473,0,"filled, rung","0.0 percent filled","filled, rung","0.0 percent filled"
